3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2005-03-03","579000","579000","558000","559000","122","698.8"
"2005-03-04","562000","566000","550000","555000","99","693.8"
"2005-03-07","559000","561000","541000","544000","33","680"
"2005-03-08","526000","536000","520000","524000","70","655"
"2005-03-09","526000","540000","525000","526000","101","657.5"
"2005-03-10","525000","533000","520000","520000","38","650"
"2005-03-11","521000","552000","520000","546000","104","682.5"
"2005-03-14","549000","560000","546000","548000","111","685"
"2005-03-15","551000","552000","537000","537000","44","671.3"
"2005-03-16","537000","540000","523000","523000","60","653.8"
"2005-03-17","519000","523000","511000","520000","69","650"
"2005-03-18","520000","522000","507000","522000","82","652.5"
"2005-03-22","532000","532000","515000","520000","95","650"
"2005-03-23","527000","565000","526000","563000","361","703.8"
"2005-03-24","580000","588000","539000","548000","279","685"
"2005-03-25","538000","555000","534000","537000","286","671.3"
"2005-03-28","267000","287000","267000","280000","108","700"
"2005-03-29","288000","297000","277000","296000","322","740"
"2005-03-30","292000","336000","286000","330000","832","825"
"2005-03-31","340000","380000","339000","349000","1612","872.5"
"2005-04-01","350000","359000","333000","350000","544","875"
"2005-04-04","355000","369000","341000","365000","583","912.5"
"2005-04-05","360000","385000","356000","380000","811","950"
"2005-04-06","380000","380000","373000","375000","428","937.5"
"2005-04-07","375000","400000","375000","400000","710","1000"
"2005-04-08","395000","410000","392000","400000","614","1000"
"2005-04-11","398000","398000","363000","380000","279","950"
"2005-04-12","375000","378000","357000","369000","203","922.5"
"2005-04-13","370000","408000","370000","402000","818","1005"
"2005-04-14","382000","386000","370000","377000","333","942.5"
"2005-04-15","372000","372000","351000","360000","122","900"
"2005-04-18","335000","345000","332000","344000","52","860"
"2005-04-19","347000","362000","341000","341000","59","852.5"
"2005-04-20","349000","349000","333000","339000","101","847.5"
"2005-04-21","338000","362000","336000","362000","50","905"
"2005-04-22","360000","365000","350000","353000","56","882.5"
"2005-04-25","358000","360000","348000","356000","29","890"
"2005-04-26","350000","350000","323000","350000","59","875"
"2005-04-27","335000","341000","335000","340000","29","850"
"2005-04-28","342000","345000","330000","340000","166","850"
"2005-05-02","330000","340000","325000","340000","53","850"
"2005-05-06","340000","346000","335000","346000","30","865"
"2005-05-09","349000","349000","337000","343000","44","857.5"
"2005-05-10","344000","355000","337000","352000","96","880"
"2005-05-11","352000","352000","345000","350000","45","875"
"2005-05-12","338000","365000","338000","358000","114","895"
"2005-05-13","358000","358000","350000","357000","49","892.5"
"2005-05-16","357000","359000","342000","342000","39","855"
"2005-05-17","345000","345000","330000","332000","70","830"
"2005-05-18","330000","340000","330000","333000","57","832.5"
"2005-05-19","313000","330000","311000","325000","148","812.5"
"2005-05-20","315000","325000","308000","324000","237","810"
"2005-05-23","321000","335000","320000","330000","307","825"
"2005-05-24","330000","330000","310000","320000","387","800"
"2005-05-25","313000","314000","303000","314000","200","785"
"2005-05-26","309000","319000","305000","315000","184","787.5"
"2005-05-27","316000","316000","305000","312000","90","780"
"2005-05-30","314000","320000","310000","320000","85","800"
"2005-05-31","325000","340000","321000","338000","330","845"
"2005-06-01","348000","387000","343000","380000","1552","950"
"2005-06-02","375000","384000","355000","366000","809","915"
"2005-06-03","361000","381000","361000","376000","499","940"
"2005-06-06","371000","379000","370000","374000","150","935"
"2005-06-07","364000","368000","355000","363000","281","907.5"
"2005-06-08","362000","376000","362000","371000","255","927.5"
"2005-06-09","371000","371000","351000","357000","105","892.5"
"2005-06-10","357000","386000","352000","370000","546","925"
"2005-06-13","375000","386000","368000","380000","868","950"
"2005-06-14","375000","380000","366000","367000","419","917.5"
"2005-06-15","375000","376000","366000","366000","103","915"
"2005-06-16","361000","370000","357000","360000","199","900"
"2005-06-17","360000","361000","356000","357000","66","892.5"
"2005-06-20","357000","370000","357000","366000","119","915"
"2005-06-21","361000","367000","357000","367000","347","917.5"
"2005-06-22","367000","376000","362000","376000","390","940"
"2005-06-23","380000","387000","372000","372000","356","930"
"2005-06-24","363000","373000","363000","370000","117","925"
"2005-06-27","379000","379000","372000","376000","108","940"
"2005-06-28","374000","374000","366000","369000","90","922.5"
"2005-06-29","369000","370000","367000","368000","101","920"
"2005-06-30","365000","392000","365000","387000","662","967.5"
"2005-07-01","382000","390000","376000","388000","499","970"
"2005-07-04","387000","417000","387000","410000","2521","1025"
"2005-07-05","411000","435000","411000","430000","3667","1075"
"2005-07-06","431000","447000","422000","423000","1436","1057.5"
"2005-07-07","423000","430000","403000","420000","588","1050"
"2005-07-08","410000","427000","410000","424000","466","1060"
"2005-07-11","430000","474000","429000","474000","5120","1185"
"2005-07-12","473000","488000","451000","458000","2803","1145"
"2005-07-13","468000","482000","460000","478000","2099","1195"
"2005-07-14","478000","480000","453000","462000","924","1155"
"2005-07-15","461000","470000","440000","450000","802","1125"
"2005-07-19","450000","458000","432000","448000","373","1120"
"2005-07-20","446000","464000","440000","450000","642","1125"
"2005-07-21","450000","457000","438000","451000","367","1127.5"
"2005-07-22","451000","451000","435000","435000","323","1087.5"
"2005-07-25","440000","440000","432000","435000","227","1087.5"
"2005-07-26","430000","434000","425000","425000","307","1062.5"
"2005-07-27","440000","475000","440000","466000","1921","1165"
"2005-07-28","468000","478000","456000","458000","646","1145"
"2005-07-29","460000","465000","445000","455000","332","1137.5"
"2005-08-01","456000","460000","443000","450000","172","1125"
"2005-08-02","447000","447000","435000","443000","372","1107.5"
"2005-08-03","436000","438000","399000","410000","381","1025"
"2005-08-04","396000","404000","360000","388000","584","970"
"2005-08-05","390000","395000","371000","381000","127","952.5"
"2005-08-08","372000","400000","360000","400000","125","1000"
"2005-08-09","399000","400000","391000","397000","208","992.5"
"2005-08-10","399000","415000","397000","397000","270","992.5"
"2005-08-11","398000","398000","387000","392000","65","980"
"2005-08-12","391000","400000","388000","392000","42","980"
"2005-08-15","392000","392000","390000","390000","14","975"
"2005-08-16","390000","395000","383000","393000","154","982.5"
"2005-08-17","393000","424000","393000","413000","329","1032.5"
"2005-08-18","417000","420000","410000","420000","165","1050"
"2005-08-19","414000","415000","405000","411000","69","1027.5"
"2005-08-22","451000","461000","442000","461000","906","1152.5"
"2005-08-23","466000","466000","432000","432000","1169","1080"
"2005-08-24","437000","456000","434000","452000","611","1130"
"2005-08-25","452000","478000","452000","455000","1185","1137.5"
"2005-08-26","459000","459000","430000","430000","550","1075"
"2005-08-29","427000","428000","402000","420000","324","1050"
"2005-08-30","425000","442000","425000","440000","210","1100"
"2005-08-31","436000","440000","431000","434000","112","1085"
"2005-09-01","436000","444000","435000","438000","196","1095"
"2005-09-02","435000","440000","435000","436000","156","1090"
"2005-09-05","439000","439000","428000","438000","82","1095"
"2005-09-06","440000","440000","430000","431000","108","1077.5"
"2005-09-07","430000","431000","425000","430000","239","1075"
"2005-09-08","425000","429000","421000","427000","81","1067.5"
"2005-09-09","429000","431000","424000","429000","142","1072.5"
"2005-09-12","438000","462000","430000","462000","661","1155"
"2005-09-13","457000","462000","452000","455000","462","1137.5"
"2005-09-14","455000","455000","442000","451000","180","1127.5"
"2005-09-15","450000","454000","445000","450000","90","1125"
"2005-09-16","450000","458000","445000","450000","392","1125"
"2005-09-20","450000","450000","433000","439000","143","1097.5"
"2005-09-21","435000","435000","425000","429000","139","1072.5"
"2005-09-22","426000","428000","401000","401000","114","1002.5"
"2005-09-26","450000","450000","430000","437000","446","1092.5"
"2005-09-27","440000","445000","431000","440000","321","1100"
"2005-09-28","443000","459000","440000","459000","395","1147.5"
"2005-09-29","464000","468000","440000","448000","338","1120"
"2005-09-30","448000","454000","441000","446000","74","1115"
"2005-10-03","451000","455000","440000","450000","229","1125"
"2005-10-04","455000","457000","450000","450000","206","1125"
"2005-10-05","450000","454000","441000","446000","103","1115"
"2005-10-06","448000","448000","438000","442000","121","1105"
"2005-10-07","442000","445000","430000","431000","102","1077.5"
"2005-10-11","440000","447000","439000","446000","56","1115"
"2005-10-12","448000","448000","435000","443000","133","1107.5"
"2005-10-13","442000","443000","431000","440000","71","1100"
"2005-10-14","441000","446000","436000","441000","69","1102.5"
"2005-10-17","446000","448000","437000","437000","92","1092.5"
"2005-10-18","440000","442000","432000","442000","68","1105"
"2005-10-19","438000","440000","426000","428000","157","1070"
"2005-10-20","429000","430000","414000","416000","207","1040"
"2005-10-21","416000","427000","413000","425000","176","1062.5"
"2005-10-24","425000","430000","413000","418000","65","1045"
"2005-10-25","420000","420000","413000","413000","136","1032.5"
"2005-10-26","416000","418000","406000","412000","136","1030"
"2005-10-27","410000","415000","407000","407000","65","1017.5"
"2005-10-28","410000","414000","410000","412000","50","1030"
"2005-10-31","412000","419000","412000","418000","74","1045"
"2005-11-01","443000","443000","429000","429000","106","1072.5"
"2005-11-02","431000","432000","422000","428000","73","1070"
"2005-11-04","425000","429000","420000","428000","69","1070"
"2005-11-07","430000","431000","424000","424000","64","1060"
"2005-11-08","421000","427000","418000","418000","88","1045"
"2005-11-09","421000","433000","421000","430000","99","1075"
"2005-11-10","430000","430000","427000","427000","37","1067.5"
"2005-11-11","431000","440000","429000","440000","95","1100"
"2005-11-14","439000","439000","422000","428000","168","1070"
"2005-11-15","427000","435000","417000","433000","122","1082.5"
"2005-11-16","432000","432000","408000","419000","164","1047.5"
"2005-11-17","416000","423000","410000","419000","174","1047.5"
"2005-11-18","416000","424000","413000","420000","160","1050"
"2005-11-21","425000","425000","416000","416000","57","1040"
"2005-11-22","416000","420000","416000","417000","80","1042.5"
"2005-11-24","416000","421000","416000","420000","90","1050"
"2005-11-25","420000","438000","420000","431000","217","1077.5"
"2005-11-28","438000","440000","429000","430000","103","1075"
"2005-11-29","430000","430000","421000","424000","74","1060"
"2005-11-30","425000","432000","421000","430000","106","1075"
"2005-12-01","439000","439000","424000","432000","132","1080"
"2005-12-02","440000","457000","440000","450000","603","1125"
"2005-12-05","460000","472000","457000","461000","908","1152.5"
"2005-12-06","471000","481000","463000","481000","842","1202.5"
"2005-12-07","491000","531000","490000","531000","2417","1327.5"
"2005-12-08","527000","570000","523000","546000","2206","1365"
"2005-12-09","536000","572000","536000","555000","1108","1387.5"
"2005-12-12","569000","570000","545000","553000","704","1382.5"
"2005-12-13","545000","552000","534000","549000","301","1372.5"
"2005-12-14","551000","557000","540000","544000","285","1360"
"2005-12-15","542000","542000","522000","537000","255","1342.5"
"2005-12-16","525000","555000","520000","554000","632","1385"
"2005-12-19","563000","590000","558000","579000","1152","1447.5"
"2005-12-20","583000","585000","569000","584000","522","1460"
"2005-12-21","584000","584000","558000","560000","491","1400"
"2005-12-22","568000","568000","554000","558000","311","1395"
"2005-12-26","570000","587000","560000","563000","638","1407.5"
"2005-12-27","580000","580000","563000","564000","286","1410"
"2005-12-28","572000","610000","567000","610000","913","1525"
"2005-12-29","625000","673000","610000","660000","2548","1650"
"2005-12-30","675000","680000","651000","665000","901","1662.5"
