3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2016-03-29","285","296","283","289","155400","289"
"2016-03-30","291","294","281","284","129300","284"
"2016-03-31","284","300","278","290","247600","290"
"2016-04-01","285","286","273","273","221600","273"
"2016-04-04","267","278","260","263","161100","263"
"2016-04-05","261","263","243","247","164500","247"
"2016-04-06","244","253","240","246","103000","246"
"2016-04-07","243","252","241","249","81700","249"
"2016-04-08","242","261","242","254","112200","254"
"2016-04-11","254","279","252","273","238900","273"
"2016-04-12","269","274","261","264","83900","264"
"2016-04-13","265","269","265","267","54700","267"
"2016-04-14","271","275","264","266","75600","266"
"2016-04-15","263","272","261","261","76200","261"
"2016-04-18","259","259","248","250","87500","250"
"2016-04-19","252","260","251","256","92200","256"
"2016-04-20","256","270","255","267","133900","267"
"2016-04-21","289","289","273","275","353900","275"
"2016-04-22","269","272","261","269","171700","269"
"2016-04-25","268","278","268","275","85400","275"
"2016-04-26","272","277","256","261","96100","261"
"2016-04-27","261","265","259","263","28200","263"
"2016-04-28","263","280","258","268","81700","268"
"2016-05-02","260","263","254","259","35700","259"
"2016-05-06","263","265","259","261","45500","261"
"2016-05-09","270","340","267","321","5565100","321"
"2016-05-10","303","308","283","283","1365200","283"
"2016-05-11","284","286","273","274","391500","274"
"2016-05-12","274","295","272","279","328500","279"
"2016-05-13","277","279","268","270","264400","270"
"2016-05-16","278","284","269","270","272000","270"
"2016-05-17","271","277","267","272","96100","272"
"2016-05-18","272","273","261","262","142900","262"
"2016-05-19","268","268","263","263","58600","263"
"2016-05-20","263","274","261","270","83100","270"
"2016-05-23","277","293","274","284","333800","284"
"2016-05-24","288","289","277","282","109900","282"
"2016-05-25","285","295","282","290","206600","290"
"2016-05-26","291","292","284","285","93500","285"
"2016-05-27","286","292","285","286","123100","286"
"2016-05-30","288","295","288","288","155100","288"
"2016-05-31","290","290","282","289","127500","289"
"2016-06-01","287","287","279","281","189000","281"
"2016-06-02","285","288","268","275","255400","275"
"2016-06-03","270","283","270","277","80600","277"
"2016-06-06","272","289","270","282","177200","282"
"2016-06-07","280","285","275","275","92900","275"
"2016-06-08","276","279","271","272","122100","272"
"2016-06-09","271","293","271","277","344600","277"
"2016-06-10","278","281","275","280","129200","280"
"2016-06-13","281","282","270","273","190700","273"
"2016-06-14","268","273","237","243","359100","243"
"2016-06-15","238","256","230","248","339000","248"
"2016-06-16","245","247","225","228","322800","228"
"2016-06-17","232","237","227","231","110700","231"
"2016-06-20","234","246","234","239","158700","239"
"2016-06-21","238","245","235","239","82300","239"
"2016-06-22","241","242","232","234","138800","234"
"2016-06-23","231","237","230","234","70000","234"
"2016-06-24","240","240","186","210","338400","210"
"2016-06-27","213","222","209","216","144700","216"
"2016-06-28","211","232","207","228","146200","228"
"2016-06-29","220","238","220","234","326000","234"
"2016-06-30","231","237","227","229","110700","229"
"2016-07-01","232","235","227","233","64500","233"
"2016-07-04","235","243","232","236","121700","236"
"2016-07-05","234","236","224","227","134800","227"
"2016-07-06","220","225","214","222","164100","222"
"2016-07-07","219","225","215","215","61400","215"
"2016-07-08","217","225","213","215","78200","215"
"2016-07-11","219","224","219","224","49200","224"
"2016-07-12","224","239","224","233","132100","233"
"2016-07-13","240","240","231","233","76200","233"
"2016-07-14","235","238","221","234","66900","234"
"2016-07-15","239","239","225","225","83700","225"
"2016-07-19","229","230","223","230","60500","230"
"2016-07-20","226","228","221","222","66700","222"
"2016-07-21","226","227","222","226","53300","226"
"2016-07-22","228","228","219","224","81400","224"
"2016-07-25","223","229","222","223","57600","223"
"2016-07-26","223","223","220","220","44900","220"
"2016-07-27","220","224","218","218","57200","218"
"2016-07-28","218","221","216","217","36500","217"
"2016-07-29","217","218","206","218","84300","218"
"2016-08-01","209","212","205","212","85300","212"
"2016-08-02","210","213","206","206","29700","206"
"2016-08-03","206","240","205","210","772900","210"
"2016-08-04","212","220","211","212","91700","212"
"2016-08-05","221","225","214","215","103700","215"
"2016-08-08","213","219","213","213","56900","213"
"2016-08-09","213","220","213","215","41500","215"
"2016-08-10","219","219","213","214","34000","214"
"2016-08-12","217","219","214","218","25000","218"
"2016-08-15","218","241","214","238","523400","238"
"2016-08-16","234","234","223","225","92500","225"
"2016-08-17","225","228","223","225","35200","225"
"2016-08-18","223","230","221","223","38500","223"
"2016-08-19","224","241","224","228","206800","228"
"2016-08-22","233","233","227","229","49400","229"
"2016-08-23","227","232","225","228","88500","228"
"2016-08-24","228","231","226","228","26800","228"
"2016-08-25","227","227","222","223","49700","223"
"2016-08-26","223","223","218","220","38900","220"
"2016-08-29","219","224","219","224","27900","224"
"2016-08-30","225","225","221","224","17900","224"
"2016-08-31","225","227","223","225","36600","225"
"2016-09-01","226","226","224","224","12200","224"
"2016-09-02","222","224","220","222","42000","222"
"2016-09-05","223","240","222","230","185700","230"
"2016-09-06","228","237","228","235","76700","235"
"2016-09-07","234","241","231","238","97000","238"
"2016-09-08","237","237","219","233","84900","233"
"2016-09-09","230","239","230","234","63300","234"
"2016-09-12","233","233","227","230","59400","230"
"2016-09-13","232","275","230","241","3078800","241"
"2016-09-14","236","247","226","227","489300","227"
"2016-09-15","229","230","220","222","117600","222"
"2016-09-16","225","227","221","223","59000","223"
"2016-09-20","222","232","222","225","49800","225"
"2016-09-21","226","227","223","227","63600","227"
"2016-09-23","229","236","227","229","124700","229"
"2016-09-26","233","239","229","238","82500","238"
"2016-09-27","235","247","231","243","115400","243"
"2016-09-28","241","247","238","241","88100","241"
"2016-09-29","242","252","242","251","123800","251"
"2016-09-30","251","252","245","251","134200","251"
"2016-10-03","250","261","249","258","175400","258"
"2016-10-04","258","259","235","249","214900","249"
"2016-10-05","247","288","241","254","1051400","254"
"2016-10-06","262","262","248","248","117600","248"
"2016-10-07","248","249","244","249","60700","249"
"2016-10-11","254","261","249","261","106400","261"
"2016-10-12","259","265","254","258","102700","258"
"2016-10-13","259","265","258","259","82800","259"
"2016-10-17","255","258","252","257","46000","257"
"2016-10-19","265","279","265","278","244100","278"
"2016-10-20","284","287","276","285","338100","285"
"2016-10-21","365","365","347","365","5287300","365"
"2016-10-24","389","429","368","380","14006700","380"
"2016-10-25","364","365","331","347","3766700","347"
"2016-10-26","331","334","299","300","3366400","300"
"2016-10-27","308","328","300","300","6602200","300"
"2016-10-28","295","296","287","289","1257800","289"
"2016-10-31","291","313","283","303","1995600","303"
"2016-11-01","280","287","271","280","1269100","280"
"2016-11-02","278","279","254","260","886600","260"
"2016-11-04","259","267","254","257","340800","257"
"2016-11-07","258","268","257","264","276800","264"
"2016-11-08","264","268","257","261","195500","261"
"2016-11-09","257","260","222","240","727000","240"
"2016-11-10","272","272","260","263","835700","263"
"2016-11-11","264","272","255","255","301900","255"
"2016-11-14","251","283","251","274","667000","274"
"2016-11-15","273","285","266","285","339900","285"
"2016-11-16","299","309","281","284","1457900","284"
"2016-11-17","281","282","276","280","231700","280"
"2016-11-18","284","289","282","284","216900","284"
"2016-11-21","291","304","286","300","696800","300"
"2016-11-22","296","300","289","290","298800","290"
"2016-11-24","291","291","278","279","261500","279"
"2016-11-25","279","279","266","266","218600","266"
"2016-11-28","267","285","267","283","238600","283"
"2016-11-29","285","296","282","296","475800","296"
"2016-11-30","301","304","285","285","362400","285"
"2016-12-01","284","285","278","280","266100","280"
"2016-12-02","283","290","281","288","172900","288"
"2016-12-05","283","287","282","286","95200","286"
"2016-12-06","289","304","284","300","757900","300"
"2016-12-07","298","338","290","324","3836900","324"
"2016-12-08","325","335","303","306","1207600","306"
"2016-12-09","318","383","316","352","14082900","352"
"2016-12-12","355","392","355","368","7457700","368"
"2016-12-13","361","363","336","338","1415400","338"
"2016-12-14","340","355","320","344","1395400","344"
"2016-12-15","333","350","329","335","619200","335"
"2016-12-16","333","339","315","315","565400","315"
"2016-12-19","313","329","307","320","492600","320"
"2016-12-20","316","323","313","320","270900","320"
"2016-12-21","332","339","315","317","640200","317"
"2016-12-22","314","314","304","311","389700","311"
"2016-12-26","308","325","307","312","351200","312"
"2016-12-27","312","314","310","310","149100","310"
"2016-12-28","312","328","310","320","400900","320"
"2016-12-29","318","331","312","318","529300","318"
"2016-12-30","315","326","315","318","296500","318"
